"Date","Price","Open","High","Low","Vol.","Change %"
"10/28/2020","95,369","98,300","98,375","95,135","16.46M","-4.29%"
"10/27/2020","99,647","101,890","101,940","98,770","12.47M","-1.56%"
"10/26/2020","101,231","100,845","101,970","99,940","13.57M","-0.14%"
"10/23/2020","101,368","102,420","102,480","101,275","12.07M","-0.66%"
"10/22/2020","102,044","100,660","102,445","100,565","13.17M","1.37%"
"10/21/2020","100,662","100,500","101,875","100,280","13.98M","0.00%"
"10/20/2020","100,662","99,200","100,970","99,120","12.89M","1.86%"
"10/19/2020","98,825","99,150","100,170","98,570","12.87M","0.37%"
"10/16/2020","98,457","99,340","99,435","98,280","12.87M","-0.76%"
"10/15/2020","99,209","98,175","99,730","97,910","12.42M","-0.14%"
"10/14/2020","99,348","98,050","99,590","97,860","1.43M","0.81%"
"10/13/2020","98,552","98,180","99,050","97,210","14.62M","1.27%"
"10/09/2020","97,315","97,905","98,700","97,095","12.40M","-0.52%"
"10/08/2020","97,820","96,175","98,070","95,535","12.56M","2.48%"
"10/07/2020","95,456","96,240","96,435","94,760","14.55M","-0.10%"
"10/06/2020","95,548","96,725","97,480","95,125","15.65M","-0.60%"
"10/05/2020","96,120","94,155","96,465","93,660","13.16M","2.52%"
"10/02/2020","93,753","94,500","96,040","93,120","13.46M","-1.75%"
"10/01/2020","95,423","95,370","95,590","93,535","14.10M","0.88%"
"09/30/2020","94,587","93,400","95,390","93,140","14.27M","1.18%"
"09/29/2020","93,482","94,615","95,520","93,220","15.22M","-1.23%"
"09/28/2020","94,650","98,300","98,450","94,310","14.50M","-2.51%"
"09/25/2020","97,087","96,505","97,175","95,550","12.00M","0.08%"
"09/24/2020","97,012","95,400","98,080","95,300","13.34M","1.44%"
"09/23/2020","95,634","97,500","97,520","95,505","13.51M","-1.71%"
"09/22/2020","97,302","96,940","97,775","96,405","12.86M","0.21%"
"09/21/2020","97,102","96,720","97,370","95,820","12.98M","-1.13%"
"09/18/2020","98,215","100,100","100,155","97,960","13.07M","-1.97%"
"09/17/2020","100,192","98,850","100,390","98,565","12.09M","0.45%"
"09/16/2020","99,748","100,825","100,880","99,660","13.27M","-0.50%"
"09/15/2020","100,252","100,940","101,150","99,700","12.77M","-0.09%"
"09/14/2020","100,347","99,250","100,660","99,005","12.23M","2.08%"
"09/11/2020","98,302","99,250","99,560","97,790","14.33M","-0.46%"
"09/10/2020","98,755","100,990","101,690","98,310","14.24M","-2.68%"
"09/09/2020","101,471","100,780","101,840","100,560","12.22M","1.42%"
"09/08/2020","100,047","99,910","100,890","99,410","13.96M","-1.41%"
"09/04/2020","101,474","100,920","102,005","99,030","14.24M","0.60%"
"09/03/2020","100,866","102,095","103,445","99,830","15.23M","-1.22%"
"09/02/2020","102,108","102,600","103,090","100,940","11.87M","-0.23%"
"09/01/2020","102,341","100,450","102,475","100,290","10.88M","2.54%"
"08/31/2020","99,807","102,435","102,450","99,520","11.45M","-2.42%"
"08/28/2020","102,282","101,535","102,585","100,990","9.78M","1.59%"
"08/27/2020","100,678","100,665","101,825","99,925","12.49M","0.03%"
"08/26/2020","100,651","101,995","102,710","99,450","11.59M","-1.52%"
"08/25/2020","102,206","102,835","103,090","101,730","10.54M","-0.23%"
"08/24/2020","102,443","102,610","102,950","101,770","10.45M","0.79%"
"08/21/2020","101,637","100,895","101,815","100,490","11.46M","-0.02%"
"08/20/2020","101,655","99,030","102,035","98,890","12.47M","0.83%"
"08/19/2020","100,820","101,665","102,725","100,655","12.25M","-1.38%"
"08/18/2020","102,227","101,175","102,520","100,960","11.54M","2.50%"
"08/17/2020","99,733","101,095","101,925","98,665","13.12M","-1.76%"
"08/14/2020","101,516","100,395","101,990","99,775","11.84M","0.98%"
"08/13/2020","100,528","102,600","103,525","100,265","14.34M","-0.84%"
"08/12/2020","101,380","102,660","103,070","100,750","1.47M","-0.71%"
"08/11/2020","102,102","104,325","104,670","101,850","14.05M","-1.28%"
"08/10/2020","103,429","103,200","103,970","101,235","12.97M","0.59%"
"08/07/2020","102,818","103,155","104,285","101,900","12.65M","-1.28%"
"08/06/2020","104,146","102,380","104,660","102,085","13.53M","1.13%"
"08/05/2020","102,979","102,580","103,865","101,925","12.89M","1.51%"
"08/04/2020","101,452","102,450","102,890","99,950","14.37M","-1.64%"
"08/03/2020","103,144","103,995","104,100","102,320","12.67M","-0.02%"
"07/31/2020","103,161","105,420","105,795","102,620","13.12M","-2.00%"
"07/30/2020","105,262","104,820","105,880","103,930","12.08M","-0.21%"
"07/29/2020","105,487","104,440","105,790","104,310","9.81M","1.47%"
"07/28/2020","103,957","103,800","104,805","103,500","12.04M","-0.52%"
"07/27/2020","104,502","103,130","104,695","102,575","11.85M","2.07%"
"07/24/2020","102,386","102,100","102,835","100,910","14.31M","0.08%"
"07/23/2020","102,304","105,185","105,305","102,120","13.84M","-1.96%"
"07/22/2020","104,346","104,030","105,140","103,305","13.67M","-0.04%"
"07/21/2020","104,390","105,125","105,520","103,810","12.65M","-0.10%"
"07/20/2020","104,498","102,880","104,550","102,755","10.09M","1.33%"
"07/17/2020","103,124","101,255","103,300","101,140","10.01M","2.39%"
"07/16/2020","100,712","101,360","101,630","100,230","11.22M","-1.21%"
"07/15/2020","101,946","101,805","102,295","100,810","12.98M","1.46%"
"07/14/2020","100,475","99,195","100,685","98,360","14.31M","1.77%"
"07/13/2020","98,726","100,750","101,040","98,300","11.32M","-1.40%"
"07/10/2020","100,128","98,900","100,250","98,575","10.67M","0.92%"
"07/09/2020","99,212","99,900","100,385","98,925","11.97M","-0.82%"
"07/08/2020","100,031","98,350","100,175","98,210","11.52M","2.23%"
"07/07/2020","97,848","98,530","99,110","97,370","11.97M","-1.31%"
"07/06/2020","99,147","98,605","99,490","98,300","10.35M","2.35%"
"07/03/2020","96,868","96,630","96,990","96,010","6.83M","0.61%"
"07/02/2020","96,285","97,515","98,180","96,120","11.42M","-0.12%"
"07/01/2020","96,397","94,420","97,110","94,390","11.69M","1.11%"
